"","id","created_at.x","journal","identifier","date.x","counterpart","label","number","quantity","unit_price","VAT_code","debit","credit","balance","gl_account_number","customer_id.x","needs_review","balance_num","start_fiscal_year","end_fiscal_year","bank_transaction_id","import_page","auto_corrected","balance_order","document_id","invoice_id.x","validated.x","customer_id.y","document_type","storage_object_id","file_name","invoice_id.y","created_at.y","date.y","description","analysis_report_id","nutritional_plan_id","validated.y","rejected","rejected_reason","loan_id"
"1","e5e0f412-b67c-4f8a-b019-f0d3f159da9b",2025-03-18 13:15:48,NA,NA,NA,NA,"FERTILLO SOL",NA,NA,NA,NA,NA,590,NA,"60130000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"edc84fa3-496f-4668-a77d-6cc5b9a0dd99","c1bc0134-c1e2-4e7a-9d56-e06585c33249",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","3ec88ba8-d6bc-4c2b-a3a6-9f2f8cf39c5e","FFM_2025-02-28_100-FML09083.pdf","c1bc0134-c1e2-4e7a-9d56-e06585c33249",2025-03-11 10:14:49,2025-02-28,"Facture d'achat de produits agricoles auprès de Terrena",NA,NA,TRUE,FALSE,NA,NA
"2","4f00e9fb-e6cc-4a5a-8c97-1f7d8d1f5aeb",2025-07-04 07:01:22,"AI","FML51938",2025-10-15,NA,"TERRENA FML51938",NA,NA,NA,NA,0,300,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"da652349-a812-464c-b802-2ca8c9c853cd","4c052579-4311-4941-b99a-9a562aa7efe5",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","184561ef-4a13-4b56-928a-879b277f8f74","FFM_2025-06-30_100-FML51938.pdf","4c052579-4311-4941-b99a-9a562aa7efe5",2025-07-04 07:01:00,2025-06-30,"Facture Terrena pour objectif fourrage",NA,NA,FALSE,FALSE,NA,NA
"3","f8174af1-74ba-413d-b1f7-0164abf8480a",2025-04-04 07:47:41,"AI","FML19849",2025-07-31,NA,"TERRENA FML19849",NA,NA,NA,NA,0,5765.74,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"47e0a4b5-d8a1-487b-b85b-865e749e9e45","6c33ae03-deaf-4357-8e56-2631a09e3080",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","3025d331-e823-45af-b1bb-ce178889115c","FFM_2025-03-31_100-FML19849.pdf","6c33ae03-deaf-4357-8e56-2631a09e3080",2025-04-04 07:47:28,2025-03-31,"Facture d'achat de maïs ARMOREEN REDM 50M auprès de TERRENA",NA,NA,TRUE,FALSE,NA,NA
"4","0e941ea2-0db1-4635-a73f-0aada8d5aad9",2025-04-04 07:47:49,"AI","FML09084",2025-07-31,NA,"TERRENA FACTURE FML09084",NA,NA,NA,NA,0,3060.7,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"82ae52d8-63b6-47ba-bdc1-ebea94f8270d","8ab5b287-f6c1-4372-ad51-e9f02325aeb2",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","2e21b8aa-1caf-42cd-b4b5-20229333e012","FFM_2025-02-28_100-FML09084.pdf","8ab5b287-f6c1-4372-ad51-e9f02325aeb2",2025-04-04 07:47:27,2025-02-28,"Facture d'achat de produits phytopharmaceutiques auprès de TERRENA",NA,NA,TRUE,FALSE,NA,NA
"5","b7b63f41-398d-43fa-8d8b-f9426524c41e",2025-03-11 10:16:02,"AI","FML00477",2025-07-31,NA,"TERRENA FACTURE FML00477",NA,NA,NA,NA,0,3078.94,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"ffc3b94f-e2de-40db-b6ee-fb8610ba70de","5e928f63-ef5f-4c03-b64f-17dce13cfaf4",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","25ee27f2-fa36-460e-a5fe-ff64f1ddc517","FFM_2025-01-31_100-FML00477.pdf","5e928f63-ef5f-4c03-b64f-17dce13cfaf4",2025-03-11 10:15:46,2025-01-31,"Facture d'achat de produits phytosanitaires auprès de Terrena",NA,NA,TRUE,FALSE,NA,NA
"6","f80ed216-9a3b-4712-a9aa-4761d5c4058e",2025-07-04 07:00:26,"AI","FML51936",2025-07-15,NA,"TERRENA FORET METAL HSS COBALT 6M",NA,NA,NA,NA,0,4.71,NA,"60130000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"b68da5e5-6197-47ff-85a8-7f1a55cbee29","7fc071a4-b2e6-47ba-a12d-18338ece9dbf",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","2049044c-96a5-41d5-b83c-a285710e7def","FFM_2025-06-30_100-FML51936.pdf","7fc071a4-b2e6-47ba-a12d-18338ece9dbf",2025-07-04 07:00:18,2025-06-30,"Avoir de TERRENA pour retour de foret métal HSS cobalt",NA,NA,FALSE,FALSE,NA,NA
"7","3eb97aae-b529-41a2-9539-0ccb8f51a7a7",2025-07-04 07:00:26,"AI","FML51936",2025-07-15,NA,"TERRENA TVA 20%",NA,NA,NA,NA,0,0.94,NA,"44566000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"b68da5e5-6197-47ff-85a8-7f1a55cbee29","7fc071a4-b2e6-47ba-a12d-18338ece9dbf",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","2049044c-96a5-41d5-b83c-a285710e7def","FFM_2025-06-30_100-FML51936.pdf","7fc071a4-b2e6-47ba-a12d-18338ece9dbf",2025-07-04 07:00:18,2025-06-30,"Avoir de TERRENA pour retour de foret métal HSS cobalt",NA,NA,FALSE,FALSE,NA,NA
"8","dd1c73fb-3e0e-4c0a-92bd-816cf3205df0",2025-07-04 07:00:34,"AI","FME09686",2025-07-15,NA,"TERRENA FACTURE FME09686",NA,NA,NA,NA,0,540.02,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"36bede12-f11a-495f-a516-54d240f789bd","9c4bfea9-a7df-4d1f-82d4-0e784b994a11",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","9162a388-bc2b-4fd7-9c8b-d5131f4bdbbd","FFM_2025-06-30_038-FME09686.pdf","9c4bfea9-a7df-4d1f-82d4-0e784b994a11",2025-07-04 07:00:13,2025-06-30,"Facture d'achat de matériel agricole et fournitures auprès de TERRENA PRO",NA,NA,FALSE,FALSE,NA,NA
"9","f7e56c8d-6a53-4e70-ade6-1a078ac87a8e",2025-07-04 07:00:50,"AI","FML51937",2025-07-15,NA,"TERRENA FACTURE FML51937",NA,NA,NA,NA,0,1438.98,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"f55ab380-b8e3-4714-b39d-c73920e665bc","b3d7e455-331f-42cf-a116-8ed7768b9b36",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","d531e50e-f3c7-4681-8fef-c9c4335fbb4f","FFM_2025-06-30_100-FML51937.pdf","b3d7e455-331f-42cf-a116-8ed7768b9b36",2025-07-04 07:00:25,2025-06-30,"Facture d'achat de fournitures agricoles auprès de Terrena",NA,NA,FALSE,FALSE,NA,NA
"10","8e6caa9d-7098-448e-9dca-96bbc7bb8f0e",2025-05-22 13:00:27,"AI","N076203",2025-06-17,NA,"Nutréa Facture N076203",NA,NA,NA,NA,0,9558.65,NA,"40110000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"a47bd4e6-a336-4a63-872c-cd855e58ca66","bfc8d617-b9c7-47d7-95fe-1bb9f38d7afb",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","543db72a-b100-4e68-8421-5600cb3f37de","FACN076203.pdf.1747918804479","bfc8d617-b9c7-47d7-95fe-1bb9f38d7afb",2025-05-22 13:00:13,2025-05-19,"Facture d'achat d'aliments pour animaux auprès de Nutréa Norea",NA,NA,TRUE,FALSE,NA,NA
